ID,TokenizedWords,TimeStamp
1601381855525076992,"['kita', 'cvcivkkfap', 'segeragantile', 'corona', 'tidak', 'karena', 'takut', 'baru', 'akan', 'dukungotonomipapua', 'covid', 'itu', 'terapkan', 'tubuh', 'membentuk', 'dan', 'untuk', 'menjaga', 'demi', 'selalu', 'dari', 'kekebalan', ""b'ayo"", 'protokol', 'terhindar', 'varian', 'aman', 'https', 'virus', 'perlu', 'omicron', 'agar', 'kesehatan', 'vaksin']",2022-12-10 01:02:41
1601381858238865408,"['maluco', 'fazendo', 'bonito', 'ficou', 'teste', 'milenavocals', 'covid']",2022-12-10 01:02:41
1601381856548560896,"['secrets', 'react', 'astrazeneca', 'brianne', 'org', 'dressen', 'watch', ""b'rt"", 'tells', 'founder', 'injured', 'trial']",2022-12-10 01:02:41
1601381858495066113,"['coughing', 'needs', 'thing', 'illness', 'discussion', 'covid', ""b'rt"", 'wild', 'nicksy', 'flu']",2022-12-10 01:02:41
1601381859002388489,"['estaba', 'que', 'xada', 'dec', 'embarazada', 'mimichas', 'era', 'xadble', 'cre']",2022-12-10 01:02:42
1601381860528963584,"['democrats', 'cnn']",2022-12-10 01:02:42
1601381862383194112,"['dire', 'candida', 'infections', 'crwequine', 'risk', 'sounds', 'yueting', 'zhang', 'covid', 'bourne', 'karenstrine', 'post', 'hospital', 'auris']",2022-12-10 01:02:42
1601381862924251136,"['card', 'black', 'things', 'immivoice', 'covid', 'real', 'barring', 'event', 'impossible', 'good', 'like', 'green', 'getting', 'leaderhoyer', 'time', 'indians', 'swan', 'idea', 'focus', 'teen', 'accept']",2022-12-10 01:02:43
1601381863079436288,"['happy', 'leasing', 'dividends', 'sidings', 'chancellor', 'hand', 'skynews', 'covid', 'deal', 'banks', 'billions', 'handed', 'million', 'pounds', 'sat', 'secret', 'trains', 'safer', 'train', 'guaranteed', 'estate', 'corporate', 'income', 'real']",2022-12-10 01:02:43
1601381862324465664,"['ladrona', 'jmpresidente', 'resumo', 'gripe']",2022-12-10 01:02:42
1601381863096193025,"['https', 'disappointed', 'nuke', 'gqhv', ""b'very""]",2022-12-10 01:02:43
1601381862613843968,"['pfizer', 'daughter', 'covid', 'january', ""b'rt"", 'recovered', 'maddie', 'shdegaray', 'hasn', 'injured', 'trial']",2022-12-10 01:02:42
1601381861787594753,['doctormacias'],2022-12-10 01:02:42
1601381866304868353,"['tiffanyandsadie', 'yes']",2022-12-10 01:02:43
1601381864862019600,"['bennyjohnson', 'decisions', 'choice', 'compromise', 'stop', 'care', 'trying', 'bodies', 'health']",2022-12-10 01:02:43
1601381865931218945,"['victis', 'control', 'sobering', 'government', 'degree', ""b'rt"", 'particularly', 'autonomy', 'vae', 'lesson', 'songpinganq', 'allowing']",2022-12-10 01:02:43
1601381866581688328,"['managed', 'water', 'stings', 'food', 'covi', 'impossible', 'finally', ""b'rt"", 'hope', 'walking', 'literally', 'chibidokii']",2022-12-10 01:02:43
1601381865998327808,"['response', 'correct', 'thought', 'jenniferquail']",2022-12-10 01:02:43
1601381864421593088,"['zerohedge', 'tip', 'iceberg']",2022-12-10 01:02:43
1601381870616268800,"['andres', 'happening', 'nphoto', 'avril', 'flores', 'taken', 'gail', ""b'this"", 'san', 'complex']",2022-12-10 01:02:44
1601381874760548353,"['lockdowns', 'abandoning', 'defined', 'bloombergtv', 'stringent', 'old', 'watch', ""b'rt"", 'mass', 'year', 'testing', 'china', 'rapidly', 'quarantine']",2022-12-10 01:02:45
1601381876022669313,"['lie', 'ztkelly', 'accountable', 'mftchiefnurse', 'held', 'mftnhs', 'shill', 'paid', 'supporting']",2022-12-10 01:02:46
1601381875661971456,"['nthe', 'believe', 'pramkzone', 'kuttobaskardo', 'kitsune', 'mucusmucous', 'pookah', 'willsworldview', 'type', 'christian', 'howzitgoinsunny', 'awenature', 'raven', 'briannazarenus', 'scientiapercept', 'leanneaf', 'drsly', 'wpcguy', 'stuartmaxwell', 'rlalbrechttroy', 'exists', 'theist', 'garygm', 'questions', 'cubesteve', 'dadah', 'zirnike', 'daccampofamily', 'dirk', 'philbrown', 'markandrewclar', 'fasshauer', 'ithoughtiwas', 'bumpus', 'creatortiamat', 'arbitraryavatar', 'foxbarlad', 'heathenwombat', 'megafant', 'truthwiththord', 'vellixx', 'patricktheb', 'kraegkust', 'illmakelamb', 'god', 'reality', 'haircutspock', 'massillonat', 'science', 'ihonestlydont', 'bitcoinbabbi', 'michaelsteidel', 'jatapps', 'lumpus', 'shrekvivre', 'impeachqueen']",2022-12-10 01:02:46
1601381876245352448,"['compensat', 'reinstate', 'city', 'birmingham', 'napologise', 'square', 'event', ""b'rt"", 'chamberlain', 'centre', 'tomorrow', 'martinpmurray']",2022-12-10 01:02:46
1601381876241149953,"['tetap', 'segeragantile', 'penyebaran', 'vcovid', 'sudah', 'berakhir', 'covid', 'itu', 'menerapkan', 'dan', 'lupa', 'untuk', 'memutuskan', 'ternyata', 'papuaindonesia', 'demi', 'mvncy', 'meskipun', 'belum', 'jangan', 'protokol', 'varian', 'vaksinasi', 'ketiga', 'mendapatkan', 'begl', ""b'wah"", 'https', 'omicron', 'dosis', 'kesehatan']",2022-12-10 01:02:46
1601381873921724416,"['collega', 'amica', 'siate', 'non', 'covid', 'voluta', 'somari', 'ieri', 'vaccinare', 'retta', 'diegofusaro', 'dava', 'come', 'che', 'una', 'perch', 'mai', 'morta', 'mia', 'maledetti']",2022-12-10 01:02:45
1601381873267023873,"['covid', 'proof', 'million', 'defender', 'died', 'potus', 'nouveaunook', 'real']",2022-12-10 01:02:45
1601381874676342785,"['working', 'covid', 'multiple', 'drsuneeldhand', ""b'rt"", 'hospitalized', 'treated', 'physician', 'patients', 'different', 'thousands', 'hospitals']",2022-12-10 01:02:45
1601381878149545984,"['outkick', 'comp', 'sent', 'virus', 'alexberenson', 'tomilahren']",2022-12-10 01:02:46
1601381880779010049,"[""b'rt"", 'modestyqueen', 'shot', 'fold', 'pressure', 'definitely', 'snitching', 'got', 'covid']",2022-12-10 01:02:47
1601381877893386240,"['xbb', 'idol', 'xaa', 'omoidetopresent', 'xac', ""b'rt"", 'xbd', 'xbc', 'xbfclub', 'xab', 'xef', 'vol', 'xba', 'science', 'party', 'xae']",2022-12-10 01:02:46
1601381879487156227,"['money', 'covid', 'dare', 'feds', 'spend', 'use', 'colindmello', 'didn', 'blame']",2022-12-10 01:02:46
1601381881253330944,"['xaaba', 'xbb', 'xaf', 'mgk', 'xaa', 'xad', ""b'rt"", 'xbc', 'xab', 'xbe', 'xbf', 'xbbba', 'xba', 'xae']",2022-12-10 01:02:47
1601381876966383616,"['que', 'popolvuh', 'moda', 'pondr', 'gobernador', 'covid', 'vacuna', 'nel', ""b'rt"", 'los', 'mundo', 'desantis', 'esto', 'florida', 'planea', 'fabricantes']",2022-12-10 01:02:46
1601381881165275136,"['crabbbrendan', 'don', 'current', 'approach', ""b'rt"", 'explain', 'know', 'amymullins', 'privilege', 'agree', 'long']",2022-12-10 01:02:47
1601381879415861249,"['covid', 'children', 'nwhy', 'does', ""b'rt"", 'senronjohnson', 'vaccines', 'nations', 'banned', 'mainstream', 'dangerous']",2022-12-10 01:02:46
1601381878409605121,"['covid', 'reports', ""b'rt"", 'ohz', 'jamiesale', 'database', 'vaccines', 'cancer', 'https', 'govt', 'shows', 'increase']",2022-12-10 01:02:46
1601381884935966721,"['xbb', 'leader', 'covid', 'faringdondan', 'free', 'according', 'matthewdmarsden', 'quote', 'xef', 'gonna', 'cif', 'world', 'vaccine']",2022-12-10 01:02:48
